data0000	0	*	子供 です が 何 か ？
data0001	0	*	子供 は 世界 の 宝物
data0002	0	*	*A
data0003	0	*	さあ 、 子供 達 と 共に 。
data0004	0	*	春 の 子供 。
data0005	0	*	まだ 子供 やっ ちゅーねーん ！
data0006	0	*	子供 日和
data0007	0	*	子供 最高
data0008	0	*	熱い ぜ ッ ！ 夏 の 子供
data0009	0	*	かんば れ ！ ニッポン ！ の 子供 ！
data0010	0	*	子供 時間 、 最後の 恋人 。
data0011	0	*	脱 ・ 子供 宣言 。
data0012	0	*	「 これ は 子供 で は ない 」 あるいは 記号 と 体 の 現在 的 ポジシオン
data0013	0	*	BAKA ! LO
data0014	0	*	This
data0015	0	*	光 の 魔法
data0016	0	*	あなた は 芸術 である 。
data0017	0	*	私 は 海 に なり た いっ ！
data0018	0	*	ただ いみ ゃ ゛ー 。
data0019	0	*	「 ほら 。 拍手 が 止んだ 。 」
data0020	0	*	「 僕 は 、 ロリコン であって よかった と 、 時々 思う 。 」
data0021	0	*	あなた に 愛 を
data0022	0	*	Let ' s
data0023	0	*	この 美しき 日本
data0024	0	*	それ でも 世界 は 美しい
data0025	0	*	君 が いれば 、 ゲーム は いら ない 。
data0026	0	*	練習 、 青春 、 ディシプリン 。
data0027	0	*	て ゆうか むしろ これ が いい 。
data0028	0	*	「 どこ に も ない 、 どこ か へ 。 」
data0029	0	*	健全 （ エロス ） なる もの
data0030	0	*	ライトノベル より 、 ちょっと エッチ かも ♡
data0031	0	*	「 ・ ・ ・ ぬ おっ ！ 」
data0032	0	*	「 つい 見とれて しまう 私 は 、 ロリコン な の かも しれ ませ ん 。 」
data0033	0	*	天使 の スピード
data0034	0	*	！ ！ ん まい 。
data0035	0	*	おはよう ！
data0036	0	*	巡り 来る 少女
data0037	0	*	「 僕 は 生きる 。 君 の ため に 。 」
data0038	0	*	「 ただいま 地球 は 、 静かに 寒い 。 」
data0039	0	*	「 君 は 遠く 輝く 。 僕 は 少し 泣く 。 」
data0040	0	*	夏 ・ 大 爆発 ！
data0041	0	*	ぼく は 奇妙に 明るい 夜 の こと を 、 今 でも 思い出す 。
data0042	0	*	The
data0043	0	*	幸福 は ここ に 。 そして すべて に 。
data0044	0	*	そのうち 、 どこ か が 、 目的 地 。
data0045	0	*	雪 の 甘 み 。 白 の 暖か さ 。
data0046	0	*	陽だまり の 神様
data0047	0	*	ファンシー PINK タイフ ～ン ♥ ♥
data0048	0	*	賭けろ 。 未来 へ 。
data0049	0	*	" HANAKO "
data0050	0	*	「 母 は 、 少女 であった 。 」
data0051	0	*	すっ げー ！
data0052	0	*	恋したら 僕 ら は 泡 に なり 、 消えて ゆく 。
data0053	0	*	SEA - THROUGH
data0054	0	*	「 9 月 30 日 に LO 画集 出る んや けどぉ 。 」
data0055	0	*	おしまい の 、 ちょっと 前 。 生き物 ぜんぶ ミカン 色 。
data0056	0	*	夏 は 泣いて いた 。
data0057	0	*	NO
data0058	0	*	ロリコン に 春 は 来 ない 。
data0059	0	*	ぼく ら は なんで
data0060	0	*	FLOW
data0061	0	*	ロリコン も 、 今日 は お 休み 。
data0062	0	*	特集 「 不安な この 国 を マコちゃん は 『 大丈夫 』 と 言った 。 」
data0063	0	*	まるい 。 あまい 。 チュー し たい 。
data0064	0	*	「 死ぬ の は 怖く ない 。 あなた と 、 いる から 。 」
data0065	0	*	「 あれ から 7 年 、 僕 は ロリコン の まま だ 。 」
data0066	0	*	妹 と ふた り 、 家 まで 歩いた 。 キス を した 。
data0067	0	*	「 あの 頃 は 今 より ずっと 、 恋 を して いた 。 」
data0068	0	*	秋 どすぅ 。
data0069	0	*	もふもふ の 大地 。 ぬくし み の 連鎖 。
data0070	0	*	「 いい 【 湯 だ ♪ 】 なぁ 。 」
data0071	0	*	てごわい 敵 と バトル だ ！ " マスク 少女 萌え " と か 言って る 場合 じゃ ない !?
data0072	0	*	非 現実 の サクラ は 、 かくも 満開 に 咲く 。
data0073	0	*	まっ 白い お 米 は 、 どろんこ から でき ます 。
data0074	0	*	淀んだ 世界 を 変え ながら 、 小さな 虹 は 今日 も 往く 。
data0075	0	*	「 言い たい こと 、 全部 忘れた 。 」
data0076	0	*	この 娘 の 母親 が 本当に 好きだった 。 それ を 今 、 思い出した 。
data0077	0	*	どうか 神さま 、 私 を 忘れ ないで 。
data0078	0	*	今日 の しあわせ 、 明日 に つなごう 。
data0079	0	*	こんな 僕 でも 。 こんな 世界 が 。 それ でも 楽園 である こと を 。 君 の 深呼吸 で 知った 。
data0080	0	*	「 おいしい ね 」 って 言う と 、 神さま は ちょっぴり 微笑む 。
data0081	0	*	この 一瞬 に しか 君 は いやし ない 。
data0082	0	*	… あ ぇっ ！ ？
data0083	0	*	茹で たて 地球 食べて みよう
data0084	0	*	受験 に 落ちて も
data0085	0	*	まぶし 過ぎて
data0086	0	*	" 絶 対 " って 、 ある んだ と 思う 。
data0087	0	*	見 たい 僕 を どうか 見 ないで
data0088	0	*	私 も いつか 海 に 帰る 。
data0089	0	*	ゴーヤ の 種 です が 何 か ？
data0090	0	*	孤独 を つぶやく な 。 沈黙 を 誇れ 。
data0091	0	*	ひと は 、 ひとりでに 、 恋 を 知る 。
data0092	0	*	さよなら は 、 また あした 。
data0093	0	*	当時 の あだ名 が 「 大 福 」 。 名付けた の は 今 の 旦那 。
data0094	0	*	きれいな お 日 様 を 見つけた
data0095	0	*	いのち に は 重 さ なんて ない 。 でも なぜ か 温かい 。
data0096	0	*	春 を 踏み 、 今 を 歩く 。
data0097	0	*	きゅー じゅきゅう ッー ！ 。 99
data0098	0	*	ともに 、 うたおう 。
data0099	0	*	しなやかに 重い 雨 と 黒髪 は 、 この 国 の 美しき 連なり 。
data0100	0	*	わ は はっ ☆ （ 爆 夏
data0101	0	*	どこ まで 行って も 、 日本 でした 。
data0102	0	*	何 か が 生まれて
data0103	0	*	カワイイ の 地獄 へ ようこそ ♥
data0104	0	*	エコ ？ 私 は 関係 ない 。
data0105	0	*	ひと つ の 世界 が 終わる 。 メリークリスマス 。
data0106	0	*	今 の 僕 に は きれいな 雪 が 痛い ほど 、 しみる 。
data0107	0	*	息 すん の って さ 、 忘れちゃ う よ ね 。
data0108	0	*	きれいな 音 は 春 の 速度 で 僕 に 届く
data0109	0	*	この 恋 は 始まら ない 。 この 愛 は 終わら ない 。
data0110	0	*	恐るべき 世界 の 中 で 生命 は 微笑み 続ける
data0111	0	*	天から 雨 。 地 に は 花 。
data0112	0	*	「 ・ ・ ・ 今 ちび った の は ナイショ だ 。 」
data0113	0	*	この 夏 は 、 シビア 過ぎる 。
data0114	0	*	握手 して 夏 に お 別れ 。
data0115	0	*	初恋 焦げて 、 うわの空 。
data0116	0	*	正義 ？ 悪 ？ ああ 、 クソ みたいな 気分 。
data0117	0	*	うち の 姫様 達 は 、 僕 を 名前 で 呼ぶ 。
data0118	0	*	学校 を 休んだ 日 の 遅い 朝 ごはん は 別 世界 の 味 が した
data0119	0	*	恋 じゃ ない ！ 好きな だけ ！ ！
data0120	0	*	夢 で いい 。 春 の 夢 を 。
data0121	0	*	ショック を 受けた 。 少女 は あまりに も 。
data0122	0	*	船 と 君 と 僕 の 、 静かな 生活 。
data0123	0	*	この 世界 を 醜い と 思い 込む の は やっぱり 不自然な んだ よ なあ
data0124	0	*	らしく ない ね 。 きれいな 私 。
data0125	0	*	「 夏 は そこ に あって 、 少女 は ここ に いる 。 でも 僕 は どこ に も い ない 。 」
data0126	0	*	この 秋 ふた り が 友達 だった こと を 【 保存 】 し ました
data0127	0	*	いつか 見た ような 、 存在 し ない 明日 。
data0128	0	*	幸せです か ？
data0129	0	*	そう いえば 前 に 一 度 だけ 、 あの 娘 から 年賀 状 を もらった こと が ある 。
data0130	0	*	恋愛 より も ごはん 優先 の 私 は 、 最近 ちょっと 肩身 が 狭い のです 。
data0131	0	*	かまくら を 作ったら ともだち が できた 。 そんな 僕 も いた んだ 。
data0132	0	*	ただ 、 それ だけ の もの 。
data0133	0	*	少年 の 恋 は 、 見て る だけ 想う だけ で いつも 終わって しまう 。 なんで だろう ね 。
data0134	0	*	「 女の子 は 知って る の 、 たぶん 。 あなた の 視線 の 意味 を 。 」
data0135	0	*	あなた 以外 は 幸せな 世界 。 わたし は それ を 変え たい 。
data0136	0	*	海 から 抜け出す とき の だるい 感じ 。 ○○○ ス の とき と 似て んだ よ ね 。
data0137	0	*	姉 も 私 も
data0138	0	*	ふんわり と
data0139	0	*	もやもや する 気持ち を
data0140	0	*	君 達 が 背伸び を したら 、 太陽 に だって 手 が 届く 。
data0141	0	*	祝う 人 が いちばん うれしい 。
data0142	0	*	瞬間 、 春 が 香る 。
data0143	0	*	捨て られる って
data0144	0	*	大人 だって 小さな 恋 を する 。
data0145	0	*	泥水 が 澄んで いく 苦し さ に 、 少年 の 心 は 泣いて い ました 。
data0146	0	*	夢 から 覚めて も 思い出せる か な 。 夏 の 雲 。 君 の 声 。
data0147	0	*	初恋 は 、 歳 上 でした 。
data0148	0	*	ふり返れば 、 懐かしい 顔 。
data0149	0	*	ゲーム 嫌い の 大人 なんて オバケ より つまん ない よ
data0150	0	*	30 分 経つ と 、 秋 に なって い ました 。
data0151	0	*	スマートな だけ じゃ 幸せに なれ ない ？
data0152	0	*	「 あれ が 青春 だった 。 なんて 言える くらい に は 、 あんた も 私 も 歳 を くっ ちまった って こと さ 。 」
data0153	0	*	表紙 だけ が 違う 冬 。
data0154	0	*	我 ら が 旗艦 、 無事 帰投 せり ！
data0155	0	*	大人 に なって も 、 でき ない こと 。
data0156	0	*	僕 ら は みんな 、 男の子 だった 。 女の子 だった 。
data0157	0	*	神 に 祈る こと 。 布団 を 抱く こと 。 人 の 子 よ 、 幸福 の 意味 を 知る が 良い 。
data0158	0	*	私 の 人生 に だって 少し くらい 、 花 が あって いい 。
data0159	0	*	失う 事 すら 失って 何も 出来 ない まま 僕 ら は 救わ れる 。
data0160	0	*	水色 の 夢 の 中 で 、 溺れて る みたいだ 。
data0161	0	*	好きだ と 言わ れて も
data0162	0	*	今度 の 終末 は どこ へ 行く ？
data0163	0	*	駆け 出す と 宙 に 浮く ような あの 感覚 は 今 も ここ に ある
data0164	0	*	今日 は 終わら ない 。 明日 に 変わる んだ 。
data0165	0	*	僕 は 望む 。 そして 叶う こと を 決して 望ま ない 。
data0166	0	*	しあわせ はち ぃちゃ くて ええ ねん ！
data0167	0	*	だからこそ 。 せめて 。 今 ここ で 。 私 を 終わら せて 。
data0168	0	*	お前 に は 一生 、 勝て ない 気 が する 。
data0169	0	*	あの 子 が 鬼 で 、 僕 は 逃げて て 、 捕まえて くれる の を ずっと 、 待ち望んで いた 気 が する 。
data0170	0	*	前 を 向く 君 は 、 青空 より 美しい 。
data0171	0	*	それ は 私 の 夢 でした 。
data0172	0	*	あいつ さぁ 、 ﾜ ﾘ ｨ って 言って も 許して くん なかった な 。
data0173	0	*	君 の 前 で は 大人 ヅラ さえ でき ない 僕 だ 。
data0174	0	*	ここ が すき 。 ずっと すき 。
data0175	0	*	ひと り の 時 は 空 を 飛んで た
data0176	0	*	その 感情 に 、 まだ 名前 は ない 。
data0177	0	*	なあ 、 少年 。 君 は 今 でも 心 に 鍵 を かけて 好きな 女子 の 名前 を 守って いる の かい ？
data0178	0	*	雪 ヤバい ！ マジ ぶっ 飛ぶ ！ ！
data0179	0	*	「 自分 が キライ 」 と か いう あいつ の こと を ものすごい 「 好き ！ 」 の 言葉 で めちゃくちゃに 全 否定 して やり たい の さ
data0180	0	*	話し かけて くん な よ 。 ドキドキ す んだ から 。
data0181	0	*	本当の 戦い は これ から だ ！
data0182	0	*	見つめ 返す 彼奴 （ あいつ ） の 瞳 は 深い 、 深い 、 女の子 の 色
data0183	0	*	春 の 地獄 を 生きのびて 私 は 今 、 夏 に い ます 。
data0184	0	*	早起き できたら どこまでも
data0185	0	*	ふつうに 、 ゆっくり で 、 いい んじゃ ない 。
data0186	0	*	「 大きく なった ね 」 と 言った 後 で なぜ だ か 本当に 、 驚いて い ます 。
data0187	0	*	LO っぽい ？
data0188	0	*	ふた り の とき に だけ あいつ は 少し わらう
data0189	0	*	もう 十分に 手遅れで
data0190	0	*	世界 は きっと 、 なんとか なる 。
data0191	0	*	見た こと の ない もの を 見た 。
data0192	0	*	浮かれ すぎ の 自分 を 、 何 年 も 、 恥ずかしく 思い出して 。 それ くらい に 、 それほど に 、 なんで だろう 、 君 が 近く に 見えた 。
data0193	0	*	「 なるほど ね 。 そういう こと か 。 」
data0194	0	*	答え が ない 、 と いう 答え でした 。
data0195	0	*	女 って 、 重い んだ な 。
data0196	1	*	我 等 は 　 姿 無き が 故 に
data0197	1	*	人 が 希望 を 持ち える の は
data0198	1	*	もし 　 わたし が 雨 だった なら
data0199	1	*	ぼく たち は 　 ひかれ あう
data0200	1	*	剣 を 握ら なければ 　 おまえ を 守れ ない
data0201	1	*	そう 、 　 我々 に 運命 など ない
data0202	1	*	我々 は 涙 を 流す べきで は ない
data0203	1	*	錆びつけば 　 二度と 突き 立て られ ず
data0204	1	*	ああ 　 おれたち は 皆
data0205	1	*	俺 達 は 　 手 を 伸ばす
data0206	1	*	届か ぬ 牙 に 　 火 を 灯す
data0207	1	*	我々 が 岩壁 の 花 を 美しく 思う の は
data0208	1	*	誇り を 一 つ 捨てる たび
data0209	1	*	軋む 軋む 　 浄 罪 の 塔
data0210	1	*	ぼく は 　 ただ 　 きみ に
data0211	1	*	降り頻る 太陽 の 鬣 が
data0212	1	*	血 の ように 赤く
data0213	1	*	あなた の 影 は 　 密やかに
data0214	1	*	そう 、 　 何もの も 　 わたし の 世界 を 　 変え られ は し ない
data0215	1	*	美しき を 愛 に 譬 ふ の は
data0216	1	*	この世 の すべて は
data0217	1	*	我 等 の 世界 に 意味 など 無く
data0218	1	*	俺 たち は 滝 の 前 の 魚
data0219	1	*	どいつ も こいつ も 、 ぶっ 壊れ ちまえ
data0220	1	*	我々 は 皆
data0221	1	*	私 の 胸 に 深く 突き刺さる その 声 は
data0222	1	*	私 達
data0223	1	*	主 よ 、 我々 は
data0224	1	*	ただ 執拗に 　 飾り 立てる
data0225	1	*	そ の 疵深 し 、 海淵 の 如し
data0226	1	*	世界一 嫌いだ と 言って くれ
data0227	1	*	王 は 駆ける
data0228	1	*	俺 達 は 虫
data0229	1	*	私 に 翼 を くれる なら
data0230	1	*	産まれ 堕ちれば 、
data0231	1	*	信じる の は 、 まだ 早い
data0232	1	*	人 を 美しい と は 思わ ない けれど
data0233	1	*	恐れる こと は 　 ただ 一 つ
data0234	1	*	愆 つ は 、 人
data0235	1	*	心 在る が 故 に 妬み
data0236	1	*	失くした もの を
data0237	1	*	犠牲 無き 世界 など 　 あり は し ない
data0238	1	*	腐敗 は 我が 友
data0239	1	*	人 は 皆 すべからく 悪 であり
data0240	1	*	伏して 生きる な 、
data0241	1	*	不幸 を 知る こと は
data0242	1	*	君 が 明日 　 蛇 と なり
data0243	1	*	人 は 皆 、 猿 の まがいもの
data0244	1	*	僕 は 、 ついて ゆける だろう か
data0245	1	*	時 は 常に 背後 から 迫り
data0246	1	*	あたし の 心 に 　 指 を 入れ ないで
data0247	1	*	一緒に 数えて くれる かい
data0248	1	*	僕 が 　 こんなに も 若く
data0249	1	*	変わら ぬ もの は 　 心 だ と
data0250	1	*	一 歩 踏み出す 　 二度と 戻れ ぬ
data0251	1	*	軍勢 ゆきゆき て 喇叭 を 吹く
data0252	1	*	散り て 二度と は 　 咲か ず と も
data0253	1	*	魂 　 燃え 立つ
data0254	1	*	戦い こそ すべて
data0255	1	*	罪 無き あなた は 　 太陽 の よう
data0256	1	*	私 が 　 世界 に は 危険 が 満ちて いる と 信じ
data0257	1	*	己 の 生 に
data0258	1	*	生きる こと と 　 生かさ れる こと に
data0259	1	*	美し さ と は 、
data0260	1	*	すきだ よ
data0261	1	*	断ち 斬る もの は
data0262	1	*	御 先
data0263	1	*	毒々しく って 、
data0264	1	*	銃弾 、 鉤爪 、 軍旗 、 刀剣 、
data0265	1	*	痛み は ない
data0266	1	*	吾子 の 手 かわい や 　 さまよう 手
data0267	1	*	言葉 に 姿 が あった なら
data0268	1	*	牙 より 滴る 火 は 消え ず
data0269	1	*	我 等 は